ID,degree,in_degree,out_degree,betweenness,eigenvector,date
9303202,3,3,0,0.0,6.500994043743272e-05,1993-03-01
9303309,4,4,0,0.0,3.2504961267963685e-05,1993-03-26
9401219,5,5,0,0.0,3.250496126811552e-05,1994-01-07
9407389,5,5,0,0.0,3.250496126856045e-05,1994-07-27
9409375,2,2,0,0.0,3.2504961091222624e-05,1994-09-21
9503443,1,1,0,0.0,3.250496107710509e-05,1995-03-27
9504316,4,4,0,0.0,9.75148830626925e-05,1995-04-17
9508343,5,5,0,0.0,0.00011629553790110233,1995-08-22
9603350,1,1,0,0.0,3.250496107710509e-05,1996-03-19
9606211,3,3,0,0.0,6.500994043735856e-05,1996-06-03
9609331,1,1,0,0.0,3.250496107710509e-05,1996-09-12
9612363,1,1,0,0.0,3.250496107710509e-05,1996-12-14
9710434,1,1,0,0.0,3.250496107710509e-05,1997-10-22
9710438,1,1,0,0.0,3.250496107710509e-05,1997-10-22
9803277,2,2,0,0.0,3.250496107733108e-05,1998-03-08
9805349,2,2,0,0.0,3.250496107733108e-05,1998-05-18
9711446,1,0,1,0.0,8.211974124807393e-20,1997-11-24
9607414,79,47,32,0.0003499041347882763,6.500995361430452e-05,1996-07-24
9307201,3,3,0,0.0,6.500992216195072e-05,1993-07-01
9311248,1,1,0,0.0,6.500992197124398e-05,1993-11-09
9311269,1,1,0,0.0,6.500992197124398e-05,1993-11-10
9312272,2,2,0,0.0,6.500992214783319e-05,1993-12-13
9408228,2,2,0,0.0,6.500992207239373e-05,1994-08-03
9410404,2,2,0,0.0,6.500992197240925e-05,1994-10-28
9411203,2,2,0,0.0,6.500992207239373e-05,1994-11-01
9501222,2,2,0,0.0,6.500992207239373e-05,1995-01-05
9502317,1,1,0,0.0,6.500992197124398e-05,1995-02-16
9503362,1,1,0,0.0,6.500992197124398e-05,1995-03-17
9505207,2,2,0,0.0,6.500992207239373e-05,1995-05-01
9505245,2,2,0,0.0,6.500992197240925e-05,1995-05-06
9505304,1,1,0,0.0,6.500992197124398e-05,1995-05-15
9506251,1,1,0,0.0,6.500992197124398e-05,1995-06-06
9508237,1,1,0,0.0,6.500992197124398e-05,1995-08-04
9510372,2,2,0,0.0,6.500992207239373e-05,1995-10-23
9511324,1,1,0,0.0,6.500992197124398e-05,1995-11-15
9512288,1,1,0,0.0,6.500992197124398e-05,1995-12-12
9512446,1,1,0,0.0,6.500992197124398e-05,1995-12-31
9601367,3,3,0,0.0,6.50099220731388e-05,1996-01-29
9602239,3,3,0,0.0,6.50099220731388e-05,1996-02-07
9602267,1,1,0,0.0,6.500992197124398e-05,1996-02-09
9603310,1,1,0,0.0,6.500992197124398e-05,1996-03-14
9603336,2,2,0,0.0,6.500992207239373e-05,1996-03-18
9604452,2,2,0,0.0,6.500992197198904e-05,1996-04-30
9605351,2,2,0,0.0,6.500992207239373e-05,1996-05-19
9605398,2,2,0,0.0,6.500992197198904e-05,1996-05-25
9606408,1,1,0,0.0,6.500992197124398e-05,1996-06-21
9607220,1,1,0,0.0,6.500992197124398e-05,1996-07-02
9607234,1,1,0,0.0,6.500992197124398e-05,1996-07-04
9706307,1,0,1,0.0,8.211974124807393e-20,1997-06-09
9701342,1,0,1,0.0,8.211974124807393e-20,1997-01-21
101165,1,0,1,0.0,8.211974124807393e-20,2001-01-15
2258,2,0,2,0.0,8.211974124807393e-20,2000-02-24
9905536,1,0,1,0.0,8.211974124807393e-20,1999-05-28
9903476,1,0,1,0.0,8.211974124807393e-20,1999-03-24
9605451,1,0,1,0.0,8.211974124807393e-20,1996-05-31
9507228,1,0,1,0.0,8.211974124807393e-20,1995-07-05
9207214,4,4,0,0.0,0.00016260014789697583,1992-07-03
9307291,1,1,0,0.0,0.0001626001478937766,1993-07-18
9308287,1,1,0,0.0,0.0001626001478937766,1993-08-17
9311243,1,1,0,0.0,0.0001626001478937766,1993-11-09
9311339,2,2,0,0.0,0.0001626001478951149,1993-11-23
9402360,2,2,0,0.0,0.00016260014789504075,1994-02-27
9402364,1,1,0,0.0,0.0001626001478937766,1994-02-28
9403407,1,1,0,0.0,0.0001626001478937766,1994-03-31
9405204,1,1,0,0.0,0.0001626001478937766,1994-05-02
9405207,1,1,0,0.0,0.0001626001478937766,1994-05-03
9405304,1,1,0,0.0,0.0001626001478937766,1994-05-16
9408290,1,1,0,0.0,0.0001626001478937766,1994-08-15
9408306,2,2,0,0.0,0.0001626001478951149,1994-08-16
9408376,3,3,0,0.0,0.0001626001478942286,1994-08-26
9409287,1,1,0,0.0,0.0001626001478937766,1994-09-12
9409453,1,1,0,0.0,0.0001626001478937766,1994-09-30
9410387,1,1,0,0.0,0.0001626001478937766,1994-10-26
103065,1,0,1,0.0,8.211974124807393e-20,2001-03-06
5159,89,14,75,0.0008173305877361915,3.250497969697925e-05,2000-05-17
9911272,1,0,1,0.0,8.211974124807393e-20,1999-11-08
9904504,77,38,39,0.0002829656707415538,1.3426577694060111e-16,1999-04-30
2117,1,1,0,0.0,3.250497936010171e-05,2000-02-10
2141,1,1,0,0.0,3.250497936010171e-05,2000-02-14
2208,2,1,1,4.761230841259954e-05,3.250497936010171e-05,2000-02-18
2245,1,1,0,0.0,3.250497936010171e-05,2000-02-24
4028,1,1,0,0.0,3.250497936010171e-05,2000-04-04
5027,1,1,0,0.0,3.250497936010171e-05,2000-05-03
5303,1,1,0,0.0,3.250497936010171e-05,2000-05-30
7328,2,1,1,4.761230841259954e-05,3.250497936010171e-05,2000-07-28
8183,2,1,1,0.0,3.250497936010171e-05,2000-08-17
10348,1,1,0,0.0,3.250497936010171e-05,2000-10-31
9209232,1,1,0,0.0,3.250497936010171e-05,1992-09-14
9210235,4,4,0,0.0,3.250497953699461e-05,1992-10-14
9211256,2,2,0,0.0,3.2504979536690935e-05,1992-11-17
9303270,2,2,0,0.0,3.2504979360327705e-05,1993-03-17
9306205,3,3,0,0.0,3.250497953691694e-05,1993-06-01
9306309,3,3,0,0.0,3.250497975797038e-05,1993-06-23
9308335,2,2,0,0.0,3.2504979536690935e-05,1993-08-25
9310212,2,2,0,0.0,3.2504979536690935e-05,1993-10-04
9311222,3,3,0,0.0,3.250497953691694e-05,1993-11-04
9311228,2,2,0,0.0,3.2504979536690935e-05,1993-11-04
9311340,1,1,0,0.0,3.250497936010171e-05,1993-11-22
9401241,1,1,0,0.0,3.250497936010171e-05,1994-01-12
9402253,2,2,0,0.0,3.2504979360327705e-05,1994-02-09
9403306,2,2,0,0.0,3.2504979536690935e-05,1994-03-17
9403330,1,1,0,0.0,3.250497936010171e-05,1994-03-22
9403397,2,2,0,0.0,3.2504979536690935e-05,1994-03-30
9406389,2,2,0,0.0,3.250497936084679e-05,1994-06-24
9408213,2,2,0,0.0,3.2504979360698475e-05,1993-08-02
9408406,2,2,0,0.0,3.250497975774438e-05,1994-08-31
9410231,1,1,0,0.0,3.250497936010171e-05,1994-10-06
9412379,2,2,0,0.0,3.2504979360327705e-05,1994-12-28
9501277,2,2,0,0.0,3.2504979360327705e-05,1995-01-11
9501334,2,2,0,0.0,3.250497975774438e-05,1995-01-18
9501407,2,2,0,0.0,3.2504979360105247e-05,1995-01-31
9502252,2,2,0,0.0,3.2504979536690935e-05,1995-02-08
9503358,2,2,0,0.0,3.2504979360327705e-05,1995-03-16
9503388,1,1,0,0.0,3.250497936010171e-05,1995-03-21
9504373,2,2,0,0.0,3.250497975774438e-05,1995-04-24
9505428,1,1,0,0.0,3.250497936010171e-05,1995-05-31
9507379,1,1,0,0.0,3.250497936010171e-05,1995-07-21
9510286,1,1,0,0.0,3.250497936010171e-05,1995-10-13
9510309,2,2,0,0.0,3.2504979360105247e-05,1995-10-16
9510327,1,1,0,0.0,3.250497936010171e-05,1995-10-17
9601360,2,2,0,0.0,3.250498971508632e-05,1996-01-29
9602206,1,1,0,0.0,3.250497936010171e-05,1996-02-01
9604387,5,5,0,0.0,3.250674669532475e-05,1996-04-23
9605296,2,2,0,0.0,3.2504979360105247e-05,1996-05-14
9609512,1,1,0,0.0,3.250497936010171e-05,1996-09-29
9610224,1,1,0,0.0,3.250497936010171e-05,1996-10-02
9610323,1,1,0,0.0,3.250497936010171e-05,1996-10-10
9703358,2,2,0,0.0,3.25049793601794e-05,1997-03-18
9704376,4,3,1,0.00012965798119961354,9.75164049015206e-05,1997-04-22
9707401,1,1,0,0.0,3.250497936010171e-05,1997-07-20
9709356,3,2,1,9.63900922260402e-05,3.2504979360253545e-05,1997-09-15
9710312,1,1,0,0.0,3.250497936010171e-05,1997-10-10
9711348,2,2,0,0.0,3.2504979360105247e-05,1997-11-17
9712305,2,2,0,0.0,3.250497936084679e-05,1997-12-08
9802391,1,1,0,0.0,3.250497936010171e-05,1998-02-23
9803259,2,1,1,8.705888329793949e-05,3.250497936010171e-05,1998-03-06
9804294,1,1,0,0.0,3.250497936010171e-05,1998-04-15
9805367,2,2,0,0.0,3.2504979360105247e-05,1998-05-19
9806308,1,1,0,0.0,3.250497936010171e-05,1998-06-08
9808312,1,1,0,0.0,3.250497936010171e-05,1998-08-13
9808328,1,1,0,0.0,3.250497936010171e-05,1998-08-14
9810479,2,2,0,0.0,3.2504979360105247e-05,1998-10-26
9904219,1,1,0,0.0,3.250497936010171e-05,1999-04-02
9906362,1,1,0,0.0,3.250497936010171e-05,1999-06-15
9907211,1,1,0,0.0,3.250497936010171e-05,1999-07-01
9911245,1,1,0,0.0,3.250497936010171e-05,1999-11-04
9911370,2,2,0,0.0,3.250497956615485e-05,1999-11-16
9911459,1,1,0,0.0,3.250497936010171e-05,1999-11-23
9912249,2,1,1,6.80886651472348e-05,3.250497936010171e-05,1999-12-06
9912317,1,1,0,0.0,3.250497936010171e-05,1999-12-13
12333,1,0,1,0.0,8.211974124807393e-20,2000-12-25
102098,1,0,1,0.0,8.211974124807393e-20,2001-02-08
12377,26,12,14,3.648243490639372e-05,1.8780654947087998e-05,2000-12-29
102331,4,2,2,1.7964209564015148e-05,1.034768687136841e-13,2001-02-27
102243,37,20,17,5.424218517623369e-05,0.32444265970653824,2001-02-19
9812320,1,0,1,0.0,8.211974124807393e-20,1998-12-10
111064,1,0,1,0.0,8.211974124807393e-20,2000-01-31
111064,1,0,1,0.0,8.211974124807393e-20,2001-11-06
9705337,1,0,1,0.0,8.211974124807393e-20,1997-05-16
9504378,3,2,1,2.2161621204239168e-05,1.4195300591883376e-14,1995-04-24
9705221,1,0,1,0.0,8.211974124807393e-20,1997-05-02
9907520,1,0,1,0.0,8.211974124807393e-20,1999-07-27
4129,1,0,1,0.0,8.211974124807393e-20,2000-04-13
109287,71,46,25,0.00011168290685820529,1.6974822749976306e-05,2001-09-28
112247,1,0,1,0.0,8.211974124807393e-20,2001-12-19
110127,1,0,1,0.0,8.211974124807393e-20,2001-10-10
112161,1,0,1,0.0,8.211974124807393e-20,2000-02-21
112161,1,0,1,0.0,8.211974124807393e-20,2001-12-11
1031,1,1,0,0.0,1.6974822749972637e-05,2000-01-05
2257,1,1,0,0.0,1.6974822749972637e-05,2000-02-24
8153,1,1,0,0.0,1.6974822749972637e-05,2000-08-15
11097,1,1,0,0.0,1.6974822749972637e-05,2000-11-07
102065,1,1,0,0.0,1.6974822749972637e-05,2001-02-06
103043,1,1,0,0.0,1.6974822749972637e-05,2001-03-04
106219,1,1,0,0.0,1.6974822749972637e-05,2001-06-19
106295,1,1,0,0.0,1.6974822749972637e-05,2001-06-27
107119,1,1,0,0.0,1.6974822749972637e-05,2001-07-10
108060,1,1,0,0.0,1.6974822749972637e-05,2001-08-06
109106,1,1,0,0.0,1.6974822749972637e-05,2001-09-12
109184,1,1,0,0.0,1.6974822749972637e-05,2001-09-20
109202,1,1,0,0.0,1.6974822749972637e-05,2001-09-21
109242,2,1,1,0.0,1.6974822749972637e-05,2001-09-26
9512364,1,1,0,0.0,1.6974822749972637e-05,1995-12-19
9710431,1,1,0,0.0,1.6974822749972637e-05,1997-10-22
9711438,1,1,0,0.0,1.6974822749972637e-05,1997-11-24
9803315,6,6,0,0.0,4.586814320810485e-05,1998-03-11
9804398,4,4,0,0.0,4.5868143205205766e-05,1998-04-24
9807264,1,1,0,0.0,1.6974822749972637e-05,1998-07-06
9807344,4,4,0,0.0,1.6974822855751734e-05,1998-07-12
9811291,2,2,0,0.0,1.6974822752794026e-05,1998-11-10
9811323,1,1,0,0.0,1.6974822749972637e-05,1998-11-13
9812260,1,1,0,0.0,1.6974822749972637e-05,1998-12-05
9905221,3,3,0,0.0,4.5868138169988744e-05,1999-05-04
111042,1,0,1,0.0,8.211974124807393e-20,2001-11-05
9909255,1,0,1,0.0,8.211974124807393e-20,1999-09-06
201139,1,0,1,0.0,8.211974124807393e-20,2002-01-15
6041,1,0,1,0.0,8.211974124807393e-20,2000-06-05
202081,1,0,1,0.0,8.211974124807393e-20,2002-02-08
202124,1,0,1,0.0,8.211974124807393e-20,2002-02-14
201228,1,0,1,0.0,8.211974124807393e-20,2002-01-23
8333,2,0,2,0.0,8.211974124807393e-20,2000-08-31
9911540,14,1,13,2.0250019375218543e-06,3.613268614915252e-18,1999-11-30
9912464,1,0,1,0.0,8.211974124807393e-20,1999-12-22
9810320,1,1,0,0.0,2.8893315317284476e-05,1998-10-11
9812483,1,1,0,0.0,2.8893315317284476e-05,1998-12-22
9902381,1,1,0,0.0,2.8893315317284476e-05,1999-02-17
9903224,1,1,0,0.0,2.8893315317284476e-05,1999-03-02
9903319,1,1,0,0.0,2.8893315317284476e-05,1999-03-11
9903524,1,1,0,0.0,2.8893315317284476e-05,1999-03-30
9904485,1,1,0,0.0,2.8893315317284476e-05,1999-04-29
9904495,2,1,1,0.0,2.8893315317284476e-05,1999-04-29
9905244,1,1,0,0.0,2.8893315317284476e-05,1999-05-04
9909481,1,0,1,0.0,8.211974124807393e-20,1999-09-22
9910498,2,1,1,0.0,2.2607564765594756e-16,1999-10-26
3089,1,0,1,0.0,8.211974124807393e-20,2000-03-09
9906542,1,0,1,0.0,8.211974124807393e-20,1999-06-29
103324,2,1,1,0.0002641014469779787,2.0605321234484194e-13,2001-03-29
11200,41,9,32,0.0003652867437920707,1.619582699920434e-12,2000-11-16
9910277,1,0,1,0.0,8.211974124807393e-20,1999-10-08
9909490,1,0,1,0.0,8.211974124807393e-20,1999-09-23
8127,1,0,1,0.0,8.211974124807393e-20,2000-08-14
9603368,1,0,1,0.0,8.211974124807393e-20,1996-03-20
9511344,1,0,1,0.0,8.211974124807393e-20,1995-11-16
9704448,1,0,1,0.0,8.211974124807393e-20,1997-04-30
103197,1,0,1,0.0,8.211974124807393e-20,2001-03-19
101336,3,0,3,0.0,8.211974124807393e-20,2001-01-30
12154,22,8,14,2.2543478712457577e-05,2.833131073058542e-17,2000-12-13
9910257,43,8,35,9.135605312375738e-05,5.536822373918183e-11,1999-10-06
9254,1,0,1,0.0,8.211974124807393e-20,2000-09-21
7315,43,29,14,9.175688779299024e-05,9.297597104106899e-15,2000-07-27
9608276,2,1,1,3.3825632364365045e-06,7.451545320850212e-16,1996-08-08
103326,1,0,1,0.0,8.211974124807393e-20,2001-03-29
9509432,1,0,1,0.0,8.211974124807393e-20,1995-10-01
9704351,1,0,1,0.0,8.211974124807393e-20,1997-04-18
9612313,1,0,1,0.0,8.211974124807393e-20,1996-12-10
9710217,1,0,1,0.0,8.211974124807393e-20,1997-10-02
9707239,39,10,29,4.131003952544582e-05,3.53936084779198e-17,1997-07-03
9804436,1,0,1,0.0,8.211974124807393e-20,1998-04-28
9707515,51,32,19,0.00012188891662331543,7.604153363196021e-13,1997-07-30
9255,1,0,1,0.0,8.211974124807393e-20,2000-09-21
9903404,1,0,1,0.0,8.211974124807393e-20,1999-03-18
9907507,2,1,1,0.0,1.519215213089368e-16,1999-07-27
9802416,1,0,1,0.0,8.211974124807393e-20,1998-02-25
9711481,27,15,12,3.3728432271364e-05,1.6638855612461014e-14,1997-11-26
9611217,1,0,1,0.0,8.211974124807393e-20,1996-11-03
9611243,1,0,1,0.0,8.211974124807393e-20,1996-11-05
101263,1,0,1,0.0,8.211974124807393e-20,2001-01-23
9203223,3,3,0,0.0,2.4705048309012507e-12,1992-03-29
9206246,2,2,0,0.0,2.470501299752377e-12,1992-06-23
9206262,2,2,0,0.0,2.470501299752377e-12,1992-06-29
9207212,2,2,0,0.0,2.470501299752377e-12,1992-07-03
9302281,1,1,0,0.0,2.456383766555455e-12,1993-02-19
9303226,2,2,0,0.0,2.470501299752377e-12,1993-03-05
9303277,1,1,0,0.0,2.456383766555455e-12,1993-03-18
9305279,2,2,0,0.0,2.456461451830675e-12,1993-05-17
9305335,1,1,0,0.0,2.456383766555455e-12,1993-05-27
9306270,3,3,0,0.0,2.6470905237755987e-12,1993-06-14
9306271,2,2,0,0.0,2.470501299752377e-12,1993-06-14
9307259,2,2,0,0.0,2.470501299752377e-12,1993-07-13
9308330,2,2,0,0.0,2.470501299752377e-12,1993-08-24
9310281,1,1,0,0.0,2.456383766555455e-12,1993-10-13
9311372,2,2,0,0.0,2.470501299752377e-12,1993-11-29
1002,1,0,1,0.0,8.211974124807393e-20,2000-01-01
110189,1,0,1,0.0,8.211974124807393e-20,2001-10-15
1124,1,0,1,0.0,8.211974124807393e-20,2000-01-14
9809424,1,0,1,0.0,8.211974124807393e-20,1998-09-17
9211214,1,1,0,0.0,9.589894932302743e-13,1992-11-05
9211328,1,1,0,0.0,9.589894932302743e-13,1992-11-28
9411219,1,1,0,0.0,9.589894932302743e-13,1994-11-03
9411274,1,1,0,0.0,9.589894932302743e-13,1994-11-11
9504287,1,1,0,0.0,9.589894932302743e-13,1995-04-11
9505425,1,1,0,0.0,9.589894932302743e-13,1995-05-30
9603335,1,1,0,0.0,9.589894932302743e-13,1996-03-18
9611423,1,1,0,0.0,9.589894932302743e-13,1996-11-25
9702243,1,1,0,0.0,9.589894932302743e-13,1997-02-04
9702429,2,2,0,0.0,9.59512103263577e-13,1997-02-27
9703240,1,1,0,0.0,9.589894932302743e-13,1997-03-05
9703454,1,1,0,0.0,9.589894932302743e-13,1997-03-29
9709438,1,1,0,0.0,9.589894932302743e-13,1997-09-24
9709483,2,2,0,0.0,9.59512103263577e-13,1997-09-29
9710403,1,1,0,0.0,9.589894932302743e-13,1997-10-20
9711421,1,1,0,0.0,9.589894932302743e-13,1997-11-21
9712291,1,1,0,0.0,9.589894932302743e-13,1997-12-08
9712409,1,1,0,0.0,9.589894932302743e-13,1997-12-17
9801431,2,2,0,0.0,9.59512103263577e-13,1998-01-29
9906450,1,0,1,0.0,8.211974124807393e-20,1999-06-22
9905395,1,0,1,0.0,8.211974124807393e-20,1999-05-19
109238,1,0,1,0.0,8.211974124807393e-20,2001-09-25
3119,1,0,1,0.0,8.211974124807393e-20,2000-03-13
7018,1,0,1,0.0,8.211974124807393e-20,2000-07-03
9908369,1,0,1,0.0,8.211974124807393e-20,1999-08-16
106280,2,0,2,0.0,8.211974124807393e-20,2001-06-25
104317,65,18,47,0.0007252176164245025,2.0480745587010865e-14,2001-04-30
9812427,29,15,14,2.0412019530220286e-05,5.304935284625612e-17,1998-12-18
9912391,2,1,1,4.131003952544582e-06,3.002297740029582e-16,1999-12-17
108159,1,0,1,0.0,8.211974124807393e-20,2001-08-20
103311,17,5,12,5.832005580062939e-06,1.773786410958398e-17,2001-03-29
9301236,1,1,0,0.0,3.7438390034996924e-16,1993-01-13
9403301,1,1,0,0.0,3.7438390034996924e-16,1994-03-17
9407241,1,1,0,0.0,3.7438390034996924e-16,1994-07-06
9411342,1,1,0,0.0,3.7438390034996924e-16,1994-11-19
9502209,1,1,0,0.0,3.7438390034996924e-16,1995-02-01
9504408,1,1,0,0.0,3.7438390034996924e-16,1995-04-27
9701393,1,1,0,0.0,3.7438390034996924e-16,1997-01-27
9707489,1,1,0,0.0,3.7438390034996924e-16,1997-07-28
9710436,1,1,0,0.0,3.7438390034996924e-16,1997-10-22
9803367,1,1,0,0.0,3.7438390034996924e-16,1998-03-17
9809334,1,1,0,0.0,3.7438390034996924e-16,1998-09-11
9904270,1,1,0,0.0,3.7438390034996924e-16,1999-04-08
9901224,1,0,1,0.0,8.211974124807393e-20,1999-01-05
9807354,33,18,15,2.6244025110283225e-05,6.364279946725773e-17,1998-07-13
9207236,2,2,0,0.0,2.602538839633966e-15,1992-07-14
9308246,2,2,0,0.0,1.300883457033114e-14,1993-08-08
9311215,1,1,0,0.0,1.338387542861113e-15,1993-11-02
9401226,2,2,0,0.0,1.935151702510865e-15,1994-01-10
9406339,1,1,0,0.0,1.338387542861113e-15,1994-06-15
9406359,2,2,0,0.0,2.8250012186750006e-15,1994-06-22
9409440,1,1,0,0.0,1.338387542861113e-15,1994-09-29
9502251,1,1,0,0.0,1.338387542861113e-15,1995-02-08
9502338,1,1,0,0.0,1.338387542861113e-15,1995-02-17
9601249,1,1,0,0.0,1.338387542861113e-15,1996-01-11
9607314,1,1,0,0.0,1.338387542861113e-15,1996-07-15
9710339,1,1,0,0.0,1.338387542861113e-15,1997-10-14
9905295,1,0,1,0.0,8.211974124807393e-20,1999-05-11
9602238,107,40,67,0.00028661067422909315,1.2289219277774271e-15,1996-02-06
9909567,1,0,1,0.0,8.211974124807393e-20,1999-09-30
9909480,2,1,1,9.68342040795379e-05,1.0354984688533647e-11,1999-09-22
12096,1,0,1,0.0,8.211974124807393e-20,2000-12-08
9212,1,0,1,0.0,8.211974124807393e-20,2000-09-18
109125,2,1,1,3.1104029760335674e-05,6.197174485260025e-14,2001-09-14
104146,3,2,1,0.0004653852509948937,3.087849265264409e-13,2001-04-16
7226,1,0,1,0.0,8.211974124807393e-20,2000-07-20
9806471,4,3,1,2.5744138917706405e-05,1.7567741889091787e-09,1998-06-24
9309266,1,1,0,0.0,5.968462793910005e-16,1993-09-15
9309310,1,1,0,0.0,5.968462793910005e-16,1993-09-21
9312341,1,1,0,0.0,5.968462793910005e-16,1993-12-27
9510367,1,1,0,0.0,5.968462793910005e-16,1995-10-22
9807327,2,2,0,0.0,1.3419186917347733e-15,1998-07-10
9808292,2,2,0,0.0,1.3419186917347733e-15,1998-08-11
9810536,1,1,0,0.0,5.968462793910005e-16,1998-10-30
9811267,1,1,0,0.0,5.968462793910005e-16,1998-11-06
9811498,1,1,0,0.0,5.968462793910005e-16,1998-11-28
9901208,3,2,1,7.11828681077682e-05,3.4182342294510814e-15,1999-01-03
9901406,1,1,0,0.0,5.968462793910005e-16,1999-01-25
9903250,1,1,0,0.0,5.968462793910005e-16,1999-03-03
202200,1,0,1,0.0,8.211974124807393e-20,2002-02-21
111158,27,6,21,3.0326429016327283e-05,2.1269012983251138e-17,2001-11-13
9703290,2,1,1,4.9766447616537095e-06,1.2642334165141024e-15,1997-03-10
9706311,1,0,1,0.0,8.211974124807393e-20,1997-06-10
